,Price,YearBuilt,Rooms,Bedroom2,Bathroom,Distance,Car,Postcode,Landsize,Eastern Metropolitan,Eastern Victoria,Northern Metropolitan,Northern Victoria,South-Eastern Metropolitan,Southern Metropolitan,Western Metropolitan,Western Victoria,t,u
9542,580000.0,1970.0,2,2.0,1.0,7.5,1.0,3040.0,921.0,0,0,0,0,0,0,1,0,0,1
9543,970000.0,2003.0,4,4.0,2.0,7.5,2.0,3040.0,0.0,0,0,0,0,0,0,1,0,1,0
9544,1100000.0,2007.0,3,3.0,3.0,7.5,2.0,3040.0,255.0,0,0,0,0,0,0,1,0,0,0
9546,1195000.0,1940.0,2,2.0,1.0,7.5,1.0,3040.0,337.0,0,0,0,0,0,0,1,0,0,0
9547,1155000.0,1900.0,4,4.0,1.0,7.5,3.0,3040.0,616.0,0,0,0,0,0,0,1,0,0,0
9548,800000.0,2012.0,3,3.0,2.0,8.2,1.0,3041.0,161.0,0,0,0,0,0,0,1,0,1,0
9549,685000.0,2009.0,2,2.0,1.0,8.2,1.0,3041.0,173.0,0,0,0,0,0,0,1,0,0,0
9551,1018000.0,1990.0,5,5.0,2.0,13.1,2.0,3060.0,737.0,0,0,1,0,0,0,0,0,0,0
9552,1100000.0,2001.0,5,5.0,3.0,24.8,2.0,3156.0,836.0,1,0,0,0,0,0,0,0,0,0
9553,1394000.0,1950.0,3,3.0,2.0,2.1,1.0,3065.0,60.0,0,0,1,0,0,0,0,0,0,0
9556,1270000.0,1890.0,2,2.0,1.0,3.6,0.0,3068.0,183.0,0,0,1,0,0,0,0,0,0,0
9557,240000.0,1970.0,1,1.0,1.0,5.1,1.0,3011.0,1015.0,0,0,0,0,0,0,1,0,0,1
9559,310000.0,1888.0,1,1.0,1.0,5.1,0.0,3011.0,0.0,0,0,0,0,0,0,1,0,0,1
9563,540000.0,1930.0,3,3.0,1.0,45.9,2.0,3437.0,665.0,0,0,0,1,0,0,0,0,0,0
9564,691000.0,1975.0,5,5.0,2.0,12.9,3.0,3043.0,551.0,0,0,0,0,0,0,1,0,0,0
9568,1650000.0,1928.0,2,2.0,1.0,7.3,2.0,3146.0,660.0,0,0,0,0,0,1,0,0,0,0
9569,3056000.0,1992.0,3,4.0,2.0,16.7,2.0,3150.0,1590.0,1,0,0,0,0,0,0,0,0,0
9571,2650000.0,1960.0,5,6.0,3.0,16.7,2.0,3150.0,662.0,1,0,0,0,0,0,0,0,0,0
9572,655000.0,2002.0,3,3.0,2.0,16.7,2.0,3150.0,0.0,1,0,0,0,0,0,0,0,1,0
9573,1550000.0,1980.0,3,3.0,2.0,16.7,2.0,3150.0,648.0,1,0,0,0,0,0,0,0,0,0
9575,780000.0,1960.0,3,3.0,1.0,11.2,2.0,3046.0,697.0,0,0,1,0,0,0,0,0,0,0
9576,422000.0,1980.0,2,2.0,1.0,11.2,1.0,3046.0,136.0,0,0,1,0,0,0,0,0,0,1
9577,780000.0,1960.0,4,4.0,1.0,11.2,3.0,3046.0,697.0,0,0,1,0,0,0,0,0,0,0
9578,945000.0,2000.0,4,4.0,2.0,12.9,4.0,3043.0,474.0,0,0,0,0,0,0,1,0,0,0
9579,645000.0,2000.0,4,3.0,2.0,20.4,2.0,3059.0,538.0,0,0,1,0,0,0,0,0,0,0
9582,601000.0,1995.0,3,3.0,2.0,32.3,4.0,3803.0,604.0,0,0,0,0,1,0,0,0,0,0
9583,970000.0,2005.0,3,3.0,2.0,13.8,2.0,3188.0,0.0,0,0,0,0,0,1,0,0,0,1
9585,2120000.0,1934.0,3,3.0,1.0,13.8,3.0,3188.0,753.0,0,0,0,0,0,1,0,0,0,0
9586,2100000.0,1990.0,3,3.0,2.0,13.8,1.0,3188.0,455.0,0,0,0,0,0,1,0,0,0,0
9587,762000.0,1970.0,2,2.0,1.0,5.3,1.0,3122.0,1583.0,0,0,0,0,0,1,0,0,0,1
9589,7650000.0,1863.0,4,4.0,2.0,5.3,4.0,3122.0,1690.0,0,0,0,0,0,1,0,0,0,0
9590,375000.0,1970.0,1,1.0,1.0,5.3,1.0,3122.0,0.0,0,0,0,0,0,1,0,0,0,1
9592,1080000.0,2000.0,2,2.0,2.0,5.3,2.0,3122.0,6996.0,0,0,0,0,0,1,0,0,0,1
9593,2225000.0,1920.0,3,3.0,1.0,6.2,2.0,3123.0,616.0,0,0,0,0,0,1,0,0,0,0
9594,2855000.0,2000.0,5,5.0,3.0,6.2,2.0,3123.0,572.0,0,0,0,0,0,1,0,0,0,0
9595,3255000.0,1984.0,4,4.0,3.0,6.2,3.0,3123.0,1116.0,0,0,0,0,0,1,0,0,0,0
9599,828000.0,2000.0,4,4.0,2.0,8.9,2.0,3084.0,264.0,1,0,0,0,0,0,0,0,1,0
9600,1230000.0,1950.0,4,4.0,1.0,8.9,2.0,3084.0,630.0,1,0,0,0,0,0,0,0,0,0
9601,590000.0,1950.0,3,3.0,1.0,8.8,2.0,3081.0,290.0,1,0,0,0,0,0,0,0,0,0
9604,548000.0,1970.0,2,2.0,1.0,16.0,1.0,3190.0,0.0,0,0,0,0,0,1,0,0,0,0
9609,1145000.0,1960.0,4,4.0,1.0,12.3,2.0,3166.0,603.0,0,0,0,0,0,1,0,0,0,0
9611,550000.0,1978.0,3,3.0,1.0,15.5,4.0,3038.0,802.0,0,0,0,0,0,0,1,0,0,0
9616,730000.0,2010.0,2,2.0,2.0,3.4,1.0,3031.0,2135.0,0,0,1,0,0,0,0,0,0,1
9617,392000.0,2001.0,1,1.0,1.0,3.4,1.0,3031.0,0.0,0,0,1,0,0,0,0,0,0,1
9618,1150000.0,1890.0,2,2.0,1.0,3.4,0.0,3031.0,147.0,0,0,1,0,0,0,0,0,0,0
9619,1415000.0,1982.0,4,4.0,2.0,3.4,0.0,3031.0,199.0,0,0,1,0,0,0,0,0,0,0
9620,370000.0,2011.0,1,1.0,1.0,3.4,1.0,3031.0,0.0,0,0,1,0,0,0,0,0,0,1
9621,3175000.0,1940.0,5,5.0,4.0,5.4,2.0,3101.0,769.0,0,0,0,0,0,1,0,0,0,0
9626,638000.0,1965.0,3,3.0,1.0,16.3,2.0,3075.0,679.0,0,0,1,0,0,0,0,0,0,0
9628,400000.0,2012.0,2,2.0,1.0,41.0,1.0,3910.0,196.0,0,1,0,0,0,0,0,0,0,1
9630,505500.0,2014.0,2,2.0,1.0,6.4,1.0,3012.0,59.0,0,0,0,0,0,0,1,0,1,0
9631,2520000.0,1910.0,4,4.0,3.0,8.4,4.0,3145.0,960.0,0,0,0,0,0,1,0,0,0,0
9632,301000.0,1972.0,1,1.0,1.0,4.3,1.0,3032.0,887.0,0,0,0,0,0,0,1,0,0,1
9634,740000.0,1999.0,2,2.0,1.0,0.0,1.0,3000.0,0.0,0,0,1,0,0,0,0,0,0,1
9635,420000.0,2004.0,4,4.0,2.0,31.7,2.0,3337.0,642.0,0,0,0,0,0,0,0,1,0,0
9637,1051000.0,1980.0,3,3.0,2.0,20.0,2.0,3194.0,435.0,0,0,0,0,1,0,0,0,1,0
9640,660000.0,1990.0,2,2.0,1.0,20.0,1.0,3194.0,101.0,0,0,0,0,1,0,0,0,0,1
9641,455000.0,1970.0,2,2.0,1.0,20.0,1.0,3194.0,3160.0,0,0,0,0,1,0,0,0,0,1
9645,865000.0,2013.0,4,4.0,2.0,17.9,2.0,3082.0,612.0,0,0,1,0,0,0,0,0,0,0
9646,1302000.0,1950.0,4,4.0,1.0,17.2,1.0,3132.0,842.0,1,0,0,0,0,0,0,0,0,0
9647,800000.0,2010.0,3,3.0,2.0,17.2,2.0,3132.0,343.0,1,0,0,0,0,0,0,0,1,0
9648,1850000.0,1950.0,3,3.0,2.0,6.2,2.0,3039.0,596.0,0,0,0,0,0,0,1,0,0,0
9649,222000.0,2012.0,1,1.0,1.0,6.2,0.0,3039.0,0.0,0,0,0,0,0,0,1,0,0,1
9652,581000.0,1970.0,3,3.0,1.0,26.5,2.0,3138.0,484.0,0,1,0,0,0,0,0,0,0,0
9653,1350000.0,1995.0,4,4.0,2.0,21.5,2.0,3195.0,314.0,0,0,0,0,1,0,0,0,0,0
9654,1150000.0,2004.0,4,4.0,2.0,21.5,2.0,3195.0,603.0,0,0,0,0,1,0,0,0,0,0
9655,470500.0,1970.0,2,2.0,1.0,21.5,1.0,3195.0,0.0,0,0,0,0,1,0,0,0,0,1
9657,1352000.0,1960.0,4,4.0,3.0,14.2,2.0,3149.0,708.0,1,0,0,0,0,0,0,0,0,0
9659,1530000.0,1970.0,3,3.0,1.0,14.2,1.0,3149.0,750.0,1,0,0,0,0,0,0,0,0,0
9660,1728000.0,1960.0,4,4.0,3.0,14.2,2.0,3149.0,720.0,1,0,0,0,0,0,0,0,0,0
9665,902000.0,1960.0,4,4.0,2.0,18.8,4.0,3170.0,726.0,0,0,0,0,1,0,0,0,0,0
9666,900000.0,1998.0,3,3.0,2.0,10.1,2.0,3163.0,238.0,0,0,0,0,0,1,0,0,1,0
9668,1561000.0,1930.0,3,3.0,1.0,10.1,2.0,3163.0,627.0,0,0,0,0,0,1,0,0,0,0
9670,1300000.0,1950.0,3,3.0,1.0,10.4,4.0,3042.0,646.0,0,0,0,0,0,0,1,0,0,0
9678,1305000.0,1999.0,3,3.0,1.0,5.3,0.0,3070.0,375.0,0,0,1,0,0,0,0,0,0,0
9680,503000.0,1970.0,2,2.0,1.0,5.3,1.0,3070.0,0.0,0,0,1,0,0,0,0,0,0,1
9681,840000.0,1970.0,3,3.0,1.0,16.7,1.0,3168.0,390.0,0,0,0,0,0,1,0,0,0,1
9684,1060000.0,1970.0,5,5.0,3.0,15.4,2.0,3131.0,766.0,1,0,0,0,0,0,0,0,0,0
9686,840000.0,1960.0,3,3.0,1.0,11.2,1.0,3046.0,722.0,0,0,1,0,0,0,0,0,0,0
9687,1071888.0,2001.0,4,4.0,2.0,11.2,4.0,3046.0,553.0,0,0,1,0,0,0,0,0,0,0
9688,790000.0,2010.0,2,2.0,2.0,11.2,1.0,3046.0,208.0,0,0,1,0,0,0,0,0,1,0
9689,820000.0,2013.0,3,3.0,2.0,12.3,1.0,3166.0,200.0,0,0,0,0,0,1,0,0,1,0
9690,1218500.0,1950.0,3,3.0,1.0,15.5,2.0,3167.0,673.0,0,0,0,0,1,0,0,0,0,0
9691,695000.0,1970.0,2,2.0,1.0,11.4,1.0,3204.0,126.0,0,0,0,0,0,1,0,0,0,0
9692,940000.0,1950.0,3,3.0,2.0,21.5,2.0,3195.0,454.0,0,0,0,0,1,0,0,0,0,0
9693,1300000.0,1970.0,4,4.0,2.0,21.5,2.0,3195.0,597.0,0,0,0,0,1,0,0,0,0,0
9697,1199000.0,1950.0,3,3.0,2.0,8.5,4.0,3044.0,689.0,0,0,1,0,0,0,0,0,0,0
9700,1388000.0,2015.0,3,3.0,2.0,3.5,2.0,3207.0,104.0,0,0,0,0,0,1,0,0,1,0
9705,440000.0,2015.0,1,1.0,1.0,4.6,1.0,3181.0,0.0,0,0,0,0,0,1,0,0,0,1
9706,2200000.0,2000.0,3,3.0,2.0,4.6,2.0,3181.0,142.0,0,0,0,0,0,1,0,0,0,0
9707,2300000.0,1890.0,4,4.0,2.0,4.6,2.0,3181.0,291.0,0,0,0,0,0,1,0,0,0,0
9711,840000.0,1950.0,4,4.0,1.0,8.4,1.0,3072.0,313.0,0,0,1,0,0,0,0,0,0,0
9712,510000.0,2009.0,3,3.0,1.0,12.0,1.0,3073.0,178.0,0,0,1,0,0,0,0,0,0,1
9716,780000.0,1940.0,3,3.0,1.0,12.0,2.0,3073.0,893.0,0,0,1,0,0,0,0,0,0,0
9718,1255000.0,2008.0,3,3.0,2.0,2.4,1.0,3121.0,124.0,0,0,1,0,0,0,0,0,1,0
9719,1275000.0,1890.0,2,2.0,1.0,2.4,1.0,3121.0,110.0,0,0,1,0,0,0,0,0,0,0
9720,1120000.0,2007.0,3,3.0,2.0,2.4,2.0,3121.0,134.0,0,0,1,0,0,0,0,0,0,0
9721,1190000.0,1997.0,3,3.0,2.0,2.4,1.0,3121.0,105.0,0,0,1,0,0,0,0,0,0,0
9722,534000.0,2003.0,1,1.0,1.0,2.4,1.0,3121.0,1347.0,0,0,1,0,0,0,0,0,0,1
9723,1425000.0,2000.0,3,3.0,3.0,2.4,3.0,3121.0,81.0,0,0,1,0,0,0,0,0,0,0
9724,650000.0,2011.0,2,2.0,2.0,2.4,1.0,3121.0,2226.0,0,0,1,0,0,0,0,0,0,1
9725,475000.0,1975.0,2,2.0,1.0,19.9,2.0,3134.0,750.0,1,0,0,0,0,0,0,0,0,1
9727,1175000.0,1960.0,4,4.0,2.0,21.3,1.0,3135.0,842.0,1,0,0,0,0,0,0,0,0,0
9728,755000.0,1997.0,3,3.0,2.0,19.9,2.0,3134.0,306.0,1,0,0,0,0,0,0,0,0,0
9729,602000.0,1996.0,2,2.0,1.0,19.9,1.0,3134.0,209.0,1,0,0,0,0,0,0,0,0,1
9730,1005800.0,2003.0,4,4.0,2.0,23.5,2.0,3178.0,502.0,0,0,0,0,1,0,0,0,0,0
9738,555698.0,2002.0,4,4.0,2.0,34.7,1.0,3977.0,534.0,0,0,0,0,1,0,0,0,0,0
9739,1250000.0,2001.0,3,3.0,2.0,1.9,3.0,3205.0,0.0,0,0,0,0,0,1,0,0,0,1
9740,407500.0,2000.0,1,1.0,1.0,1.9,1.0,3205.0,0.0,0,0,0,0,0,1,0,0,0,0
9743,642500.0,1994.0,2,2.0,1.0,0.7,1.0,3006.0,8888.0,0,0,0,0,0,1,0,0,0,1
9744,422500.0,2012.0,1,1.0,1.0,0.7,1.0,3006.0,3878.0,0,0,0,0,0,1,0,0,0,1
9745,460000.0,2000.0,3,3.0,1.0,14.0,1.0,3021.0,160.0,0,0,0,0,0,0,1,0,1,0
9746,610000.0,1960.0,3,3.0,1.0,14.0,1.0,3021.0,582.0,0,0,0,0,0,0,1,0,0,0
9748,500000.0,1992.0,3,3.0,1.0,14.0,1.0,3021.0,388.0,0,0,0,0,0,0,1,0,0,1
9749,615000.0,1920.0,2,2.0,1.0,5.0,1.0,3182.0,1123.0,0,0,0,0,0,1,0,0,0,1
9750,455000.0,1990.0,3,3.0,1.0,31.7,6.0,3429.0,639.0,0,0,0,0,0,0,1,0,0,0
9751,660000.0,2007.0,4,4.0,2.0,10.5,2.0,3020.0,283.0,0,0,0,0,0,0,1,0,0,1
9752,810000.0,1970.0,3,3.0,1.0,10.5,2.0,3020.0,459.0,0,0,0,0,0,0,1,0,0,0
9753,805000.0,1965.0,3,3.0,1.0,10.5,2.0,3020.0,631.0,0,0,0,0,0,0,1,0,0,0
9754,453000.0,2006.0,3,3.0,1.0,10.5,1.0,3020.0,305.0,0,0,0,0,0,0,1,0,0,0
9755,807000.0,1960.0,2,2.0,1.0,10.2,1.0,3127.0,1501.0,0,0,0,0,0,1,0,0,0,1
9757,471000.0,2000.0,3,3.0,2.0,18.0,1.0,3037.0,338.0,0,0,0,0,0,0,1,0,0,0
9758,558000.0,2008.0,3,3.0,2.0,18.0,2.0,3037.0,431.0,0,0,0,0,0,0,1,0,0,0
9759,780000.0,1996.0,5,5.0,2.0,15.5,2.0,3038.0,663.0,0,0,0,0,0,0,1,0,0,0
9762,1240000.0,1965.0,3,3.0,2.0,12.4,1.0,3107.0,673.0,1,0,0,0,0,0,0,0,0,0
9763,756000.0,2010.0,2,2.0,1.0,7.0,1.0,3071.0,0.0,0,0,1,0,0,0,0,0,1,0
9765,1031000.0,1950.0,3,3.0,1.0,7.0,2.0,3071.0,612.0,0,0,1,0,0,0,0,0,0,0
9768,1050000.0,1975.0,4,4.0,2.0,17.2,2.0,3133.0,651.0,1,0,0,0,0,0,0,0,0,0
9770,940000.0,1960.0,3,3.0,2.0,8.9,2.0,3084.0,541.0,1,0,0,0,0,0,0,0,0,0
9772,835000.0,1997.0,3,3.0,2.0,14.5,1.0,3087.0,447.0,0,0,1,0,0,0,0,0,0,0
9776,830000.0,1970.0,3,3.0,2.0,14.7,2.0,3030.0,1025.0,0,0,0,0,0,0,1,0,0,0
9779,855000.0,2004.0,3,3.0,2.0,3.0,1.0,3067.0,92.0,0,0,1,0,0,0,0,0,0,0
9781,737500.0,2012.0,3,3.0,2.0,10.4,2.0,3042.0,143.0,0,0,0,0,0,0,1,0,0,1
9782,905000.0,1965.0,3,3.0,1.0,10.4,2.0,3042.0,573.0,0,0,0,0,0,0,1,0,0,0
9784,685000.0,1930.0,2,2.0,1.0,3.0,0.0,3206.0,324.0,0,0,0,0,0,1,0,0,0,1
9787,330000.0,1970.0,1,1.0,1.0,5.7,1.0,3078.0,60.0,0,0,1,0,0,0,0,0,0,0
9791,1010000.0,1990.0,3,3.0,2.0,4.3,1.0,3032.0,150.0,0,0,0,0,0,0,1,0,0,0
9793,990000.0,1900.0,3,3.0,1.0,4.3,0.0,3032.0,196.0,0,0,0,0,0,0,1,0,0,0
9799,773000.0,2004.0,4,4.0,2.0,9.5,2.0,3034.0,344.0,0,0,0,0,0,0,1,0,0,0
9803,3200000.0,1970.0,5,5.0,3.0,9.7,2.0,3104.0,836.0,0,0,0,0,0,1,0,0,0,0
9804,682000.0,1970.0,2,2.0,1.0,9.7,1.0,3104.0,140.0,0,0,0,0,0,1,0,0,0,1
9807,675000.0,1960.0,4,4.0,2.0,39.8,2.0,3808.0,1031.0,0,1,0,0,0,0,0,0,0,0
9811,1815000.0,1960.0,4,4.0,3.0,13.8,2.0,3165.0,933.0,0,0,0,0,0,1,0,0,0,0
9812,1225000.0,1950.0,3,3.0,1.0,13.8,2.0,3165.0,580.0,0,0,0,0,0,1,0,0,0,0
9813,690000.0,1980.0,3,3.0,2.0,35.2,2.0,3806.0,703.0,0,1,0,0,0,0,0,0,0,0
9814,880000.0,1960.0,3,3.0,1.0,13.4,1.0,3130.0,335.0,1,0,0,0,0,0,0,0,0,0
9817,1264000.0,1960.0,3,3.0,1.0,13.4,2.0,3130.0,579.0,1,0,0,0,0,0,0,0,0,0
9820,570000.0,1950.0,2,2.0,1.0,8.6,2.0,3019.0,567.0,0,0,0,0,0,0,1,0,0,0
9821,2655000.0,1991.0,3,3.0,2.0,10.5,2.0,3186.0,697.0,0,0,0,0,0,1,0,0,0,0
9824,2525000.0,2000.0,4,4.0,2.0,10.3,2.0,3187.0,725.0,0,0,0,0,0,1,0,0,0,0
9825,1300000.0,1940.0,3,3.0,1.0,10.3,2.0,3187.0,684.0,0,0,0,0,0,1,0,0,0,0
9826,1275000.0,1900.0,3,3.0,1.0,5.2,1.0,3056.0,406.0,0,0,1,0,0,0,0,0,0,0
9829,1204000.0,1890.0,3,3.0,1.0,5.2,0.0,3056.0,186.0,0,0,1,0,0,0,0,0,0,0
9831,1268000.0,1950.0,4,4.0,2.0,5.2,2.0,3055.0,645.0,0,0,1,0,0,0,0,0,0,0
9832,1445000.0,1950.0,3,3.0,1.0,5.2,2.0,3055.0,613.0,0,0,1,0,0,0,0,0,0,0
9840,1000000.0,1910.0,3,3.0,1.0,1.6,0.0,3053.0,96.0,0,0,1,0,0,0,0,0,0,0
9846,1150000.0,2006.0,5,5.0,5.0,14.8,4.0,3023.0,688.0,0,0,0,0,0,0,1,0,0,0
9849,1700000.0,1925.0,4,4.0,2.0,8.7,2.0,3162.0,627.0,0,0,0,0,0,1,0,0,0,0
9851,732000.0,1985.0,4,4.0,2.0,27.0,2.0,3196.0,536.0,0,0,0,0,1,0,0,0,0,0
9852,800000.0,1970.0,3,3.0,1.0,17.9,1.0,3192.0,366.0,0,0,0,0,0,1,0,0,0,0
9853,877000.0,1965.0,3,3.0,1.0,17.9,2.0,3192.0,533.0,0,0,0,0,0,1,0,0,0,0
9854,1255000.0,1960.0,4,4.0,2.0,17.9,4.0,3192.0,712.0,0,0,0,0,0,1,0,0,0,0
9855,900000.0,1965.0,3,3.0,1.0,17.9,2.0,3192.0,537.0,0,0,0,0,0,1,0,0,0,0
9858,780000.0,2000.0,3,3.0,2.0,16.7,1.0,3168.0,318.0,0,0,0,0,1,0,0,0,0,1
9860,1020000.0,2002.0,4,4.0,2.0,6.7,2.0,3058.0,441.0,0,0,1,0,0,0,0,0,0,0
9861,996000.0,1930.0,2,2.0,1.0,6.7,1.0,3058.0,476.0,0,0,1,0,0,0,0,0,0,0
9862,1095000.0,1900.0,2,2.0,1.0,2.0,0.0,3066.0,151.0,0,0,1,0,0,0,0,0,0,0
9864,492000.0,2009.0,4,4.0,2.0,20.6,2.0,3064.0,479.0,0,0,1,0,0,0,0,0,0,0
9865,425000.0,2008.0,3,3.0,2.0,20.6,2.0,3064.0,263.0,0,0,1,0,0,0,0,0,0,0
9868,860000.0,1970.0,4,4.0,3.0,23.0,2.0,3136.0,907.0,1,0,0,0,0,0,0,0,0,0
9874,645000.0,1990.0,3,3.0,1.0,14.8,2.0,3023.0,586.0,0,0,0,0,0,0,1,0,0,0
9876,801000.0,1980.0,3,3.0,2.0,22.2,1.0,3172.0,526.0,0,0,0,0,1,0,0,0,0,0
9877,955000.0,1975.0,5,5.0,3.0,22.2,2.0,3172.0,619.0,0,0,0,0,1,0,0,0,0,0
9882,967500.0,1985.0,3,3.0,1.0,18.0,2.0,3095.0,768.0,1,0,0,0,0,0,0,0,0,0
9883,890000.0,1980.0,4,4.0,2.0,18.0,2.0,3095.0,786.0,1,0,0,0,0,0,0,0,0,0
9884,1800000.0,2010.0,3,3.0,2.0,7.2,2.0,3184.0,188.0,0,0,0,0,0,1,0,0,0,0
9885,1200000.0,1937.0,2,2.0,1.0,7.5,2.0,3040.0,470.0,0,0,0,0,0,0,1,0,0,0
9886,720000.0,2013.0,2,2.0,2.0,7.5,2.0,3040.0,1523.0,0,0,0,0,0,0,1,0,0,1
9887,410000.0,1965.0,2,2.0,1.0,7.5,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
9888,930000.0,2002.0,3,3.0,2.0,7.5,1.0,3040.0,223.0,0,0,0,0,0,0,1,0,0,1
9892,650000.0,1960.0,3,3.0,1.0,13.1,4.0,3060.0,616.0,0,0,1,0,0,0,0,0,0,0
9893,700000.0,2007.0,2,2.0,1.0,2.1,1.0,3065.0,470.0,0,0,1,0,0,0,0,0,0,1
9896,1340000.0,1928.0,4,4.0,2.0,3.4,1.0,3031.0,302.0,0,0,1,0,0,0,0,0,0,0
9897,800000.0,1960.0,3,3.0,1.0,15.4,2.0,3131.0,617.0,1,0,0,0,0,0,0,0,0,0
9899,570000.0,1960.0,3,3.0,1.0,38.0,2.0,3199.0,537.0,0,0,0,0,1,0,0,0,0,0
9909,512000.0,2003.0,3,3.0,1.0,11.2,2.0,3046.0,197.0,0,0,1,0,0,0,0,0,0,0
9911,1050000.0,1960.0,5,5.0,3.0,16.1,3.0,3088.0,616.0,0,0,1,0,0,0,0,0,0,0
9913,895000.0,1954.0,3,3.0,2.0,16.1,2.0,3088.0,1036.0,0,0,1,0,0,0,0,0,0,0
9915,880000.0,1980.0,5,4.0,3.0,16.1,2.0,3088.0,789.0,0,0,1,0,0,0,0,0,0,0
9916,925000.0,1980.0,4,4.0,2.0,16.1,2.0,3088.0,1070.0,0,0,1,0,0,0,0,0,0,0
9918,715000.0,2011.0,4,4.0,2.0,20.4,2.0,3059.0,680.0,0,0,1,0,0,0,0,0,0,0
9919,840500.0,2014.0,4,4.0,2.0,20.4,2.0,3059.0,494.0,0,0,1,0,0,0,0,0,0,0
9921,1600000.0,1950.0,4,4.0,2.0,13.8,3.0,3188.0,633.0,0,0,0,0,0,1,0,0,0,0
9924,1285000.0,1992.0,2,2.0,1.0,13.8,1.0,3188.0,348.0,0,0,0,0,0,1,0,0,1,0
9925,685000.0,2007.0,2,2.0,1.0,13.8,0.0,3188.0,0.0,0,0,0,0,0,1,0,0,0,1
9926,878000.0,1967.0,2,2.0,1.0,13.8,1.0,3188.0,128.0,0,0,0,0,0,1,0,0,0,1
9927,957000.0,1994.0,3,3.0,2.0,13.8,2.0,3188.0,254.0,0,0,0,0,0,1,0,0,0,1
9928,1236000.0,2000.0,3,3.0,2.0,5.3,2.0,3122.0,159.0,0,0,0,0,0,1,0,0,1,0
9930,2010000.0,1970.0,4,4.0,3.0,5.3,3.0,3122.0,451.0,0,0,0,0,0,1,0,0,0,0
9931,2370000.0,1890.0,3,3.0,2.0,5.3,1.0,3122.0,362.0,0,0,0,0,0,1,0,0,0,0
9933,1682000.0,1910.0,2,2.0,1.0,5.3,1.0,3122.0,264.0,0,0,0,0,0,1,0,0,0,0
9935,781000.0,2000.0,3,3.0,2.0,8.9,2.0,3084.0,137.0,1,0,0,0,0,0,0,0,1,0
9939,660000.0,2002.0,3,3.0,2.0,18.0,2.0,3037.0,666.0,0,0,0,0,0,0,1,0,0,0
9943,975000.0,1997.0,3,3.0,2.0,7.8,1.0,3079.0,103.0,1,0,0,0,0,0,0,0,1,0
9946,670000.0,1982.0,4,4.0,2.0,15.5,2.0,3038.0,713.0,0,0,0,0,0,0,1,0,0,0
9947,575000.0,1990.0,3,3.0,1.0,15.5,1.0,3038.0,307.0,0,0,0,0,0,0,1,0,0,0
9953,797000.0,1960.0,2,2.0,1.0,5.4,2.0,3101.0,964.0,0,0,0,0,0,1,0,0,0,1
9958,560000.0,1985.0,3,3.0,1.0,16.3,1.0,3075.0,364.0,0,0,1,0,0,0,0,0,0,0
9959,511500.0,1960.0,2,2.0,1.0,16.3,2.0,3075.0,416.0,0,0,1,0,0,0,0,0,0,0
9962,1690000.0,1930.0,3,3.0,1.0,8.4,2.0,3145.0,706.0,0,0,0,0,0,1,0,0,0,0
9963,3600000.0,2015.0,4,4.0,3.0,8.4,2.0,3145.0,552.0,0,0,0,0,0,1,0,0,0,0
9964,815000.0,1990.0,3,3.0,2.0,4.3,2.0,3032.0,198.0,0,0,0,0,0,0,1,0,1,0
9966,467000.0,1975.0,3,3.0,1.0,17.4,1.0,3048.0,565.0,0,0,1,0,0,0,0,0,0,0
9967,405000.0,1970.0,4,4.0,2.0,31.7,2.0,3337.0,590.0,0,0,0,0,0,0,0,1,0,0
9969,465000.0,1980.0,3,3.0,1.0,29.8,2.0,3338.0,615.0,0,0,0,0,0,0,0,1,0,0
9971,428000.0,2005.0,2,2.0,1.0,17.9,1.0,3082.0,389.0,0,0,1,0,0,0,0,0,0,0
9972,722500.0,2001.0,4,4.0,2.0,17.9,2.0,3082.0,643.0,0,0,1,0,0,0,0,0,0,0
9973,421000.0,1985.0,2,2.0,1.0,17.9,1.0,3082.0,257.0,0,0,1,0,0,0,0,0,0,0
9977,286000.0,1970.0,1,1.0,1.0,6.2,1.0,3039.0,114.0,0,0,0,0,0,0,1,0,0,1
9980,920000.0,1975.0,4,4.0,2.0,21.5,2.0,3195.0,413.0,0,0,0,0,1,0,0,0,0,0
9982,620000.0,1930.0,3,3.0,1.0,31.6,4.0,3796.0,2385.0,0,1,0,0,0,0,0,0,0,0
9983,1200000.0,1196.0,3,3.0,1.0,14.2,4.0,3149.0,807.0,1,0,0,0,0,0,0,0,0,0
9988,865000.0,1965.0,3,3.0,1.0,18.8,2.0,3170.0,739.0,0,0,0,0,1,0,0,0,0,0
9992,1920000.0,1920.0,4,4.0,1.0,10.1,2.0,3163.0,718.0,0,0,0,0,0,1,0,0,0,0
9995,1230000.0,1900.0,3,3.0,1.0,6.2,1.0,3015.0,396.0,0,0,0,0,0,0,1,0,0,0
9996,1220000.0,1940.0,3,3.0,1.0,6.2,2.0,3015.0,492.0,0,0,0,0,0,0,1,0,0,0
9998,660000.0,1960.0,3,3.0,1.0,22.7,2.0,3174.0,550.0,0,0,0,0,1,0,0,0,0,0
9999,570000.0,2011.0,2,2.0,2.0,1.8,1.0,3051.0,1223.0,0,0,1,0,0,0,0,0,0,1
10001,1550000.0,1980.0,5,5.0,3.0,21.1,4.0,3113.0,4221.0,1,0,0,0,0,0,0,0,0,0
